incident_id,site,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-04521,SITE-004,2024-12-18,Oil Leak,Medium,74.2,Source himself reach of member beautiful keep vote successful until rest rather partner respond with what.,Corrosion,4.6,Open
INC-03499,SITE-004,2026-02-05,Leak,Low,80.1,President check front exactly look design reason sure military month customer.,Sensor Malfunction,2.1,Open
INC-01159,SITE-001,2025-11-03,Near Miss,Medium,66.2,Without enjoy subject girl know.,Sensor Malfunction,13.2,Under Investigation
INC-01404,SITE-005,2026-04-14,Spill,Medium,73.3,Travel amount material reach thank mention service.,Sensor Malfunction,7.8,Open
INC-02348,SITE-006,07/10/2024,Equipment Failure,Medium,73.1,Similar recently capital me win prove performance general town guess certain writer.,Material Fatigue,9.5,Under Investigation
INC-04640,SITE-005,2023-11-01T00:00:00Z,Spill,Low,85.8,Maybe near bar environment college success off gun.,Material Fatigue,9.9,Under Investigation
INC-00338,SITE-003,03/06/2026,Equipment Failure,Critical,29.7,End station various up edge individual after.,Third-party Damage,1.4,Open
INC-03178,SITE-005,2024-04-06,Spill,Low,89.1,Leader stand wind direction consider break family something.,Third-party Damage,15.4,Under Investigation
INC-00678,SITE-002,2025-07-09,Equipment Failure,Critical,39.4,Answer order us range huge interest PM television eight.,,7.4,Open
INC-00343,SITE-004,10-Sep-2023,Equipment Failure,Medium,67.4,Manage rule decide community including something charge company serious everything treat.,Sensor Malfunction,11.8,Closed
INC-02264,SITE-002,2025-02-10,Equipment Failure,Medium,86.7,Catch person trouble remain thing.,Operator Error,7.9,Open
INC-05794,SITE-004,2025-10-09,Equipment Failure, Critical,56.4,All impact left area prove hundred small traditional since.,,12.9,Under Investigation
INC-03886,SITE-003,2024-06-18,Leak,Medium,77.9,Purpose financial study response institution green start few.,,3.6,Closed
INC-05959,SITE-006,2025-04-23,LEAK,Critical,59.7,Assume reflect local amount play bring seek action best though industry owner agent establish increase develop.,,1.8,Closed
INC-02365,SITE-006,2024-02-23,Leak,Medium,77.0,See air former fly something nation share cost myself next figure.,Operator Error,8.8,Under Investigation
INC-05363,SITE-002,25-Jan-2025,Leak,Medium,75.1,Sometimes all edge financial else last air black.,Corrosion,10.5,Open
INC-01194,SITE-005,2024-10-15,Near Miss,High,48.2,Line vote different type account page into really area exist none.,Valve Failure,0.5,Open
INC-00444,SITE-003,2023-10-15,Equipment Failure,High,59.0,Remain foreign anyone herself anyone wonder television.,,2.7,Closed
INC-04063,SITE-005,2025-01-24,Fire,Medium,87.4,Manager professional space food key low majority through operation close close answer task always explain without practice.,Valve Failure,8.4,Open
INC-01846,SITE-001,2024-09-14,fire,Low,90.0,Chance wait plant speak southern conference man wear.,Operator Error,7.1,Open
INC-02671,SITE-005,2025-04-20,Spill,Low,80.0,Near history use they success.,Valve Failure,2.9,Closed
INC-03015,SITE-006,2024-11-04,Spill,Critical,48.9,Movement difference someone concern too several camera.,Operator Error,10.6,Under Investigation
INC-00260,SITE-005,2024-03-08,Fire,Critical,70.7,Keep view charge most job outside image professor consider while pass young church stay region door will quickly entire cold.,,5.3,Closed
INC-04070,SITE-004,2024-09-24,Near Miss,Medium,75.7,Program make Mr rather data once.,Valve Failure,1.3,Under Investigation
INC-04297,SITE-002,2024-09-03,Equipment Failure,High,54.3,Stage small give indeed with team until room.,,29.4,Under Investigation
INC-00022,SITE-004,2024-07-17,Equipment Failure,Low,89.3,Happen he story hand military listen technology.,Corrosion,1.9,Closed
INC-02454,SITE-004,2025-06-06,Spill,High,65.3,Anyone challenge hair life world forget research wish difficult when window crime water.,,3.0,Under Investigation
INC-01033,SITE-001,2025-04-25,Near Miss,Low,90.9,Large like let assume wrong product.,Valve Failure,5.1,Under Investigation
INC-01316,SITE-004,2023-09-06,Leak,Medium,74.3,Hope move wind ok speak raise cell material.,Sensor Malfunction,5.9,Closed
INC-01862,SITE-003,2026-04-28,Spill,,53.1,Stage each actually imagine above total.,Valve Failure,15.0,Under Investigation
INC-03129,SITE-006,2024-08-28,Near Miss,High,65.2,Less yard for either trial red month at wish yard begin analysis guy say perhaps.,Material Fatigue,1.4,Open
INC-02633,SITE-003,2023-11-21,SPILL,High,75.2,Live chance recently hard away any green modern part technology manager pattern foot data where course figure.,Operator Error,1.5,Open
INC-03211,SITE-003,2023-12-28,Leak,high,63.3,Month world across student these toward own Congress around.,Third-party Damage,5.5,Open
INC-04183,SITE-001,2026-01-13,Leak,High,50.8,Peace level local data another recent.,Operator Error,27.8,Closed
INC-04483,SITE-003,2025-01-08,Leak,High,64.3,Identify bit success six check network site yeah.,Operator Error,13.4,Closed
INC-04736,SITE-006,2023-10-10,Spill,High,82.0,Law cut without hand run never build these senior.,Valve Failure,2.4,Open
INC-02969,SITE-004,2023-07-27,Fire,Medium,79.6,Worker go attention minute identify hold list seat cell space contain Democrat difference television.,Corrosion,9.0,Open
INC-03007,SITE-003,28-Feb-2026,Leak,Medium,75.4,Institution push full figure difference very reality appear office local generation very yes.,Corrosion,9.0,Closed
INC-01669,SITE-004,2023-11-14,Leak,Low,96.5,Pm ahead alone around voice relationship my especially necessary number.,Corrosion,10.9,Open
INC-05126,SITE-006,2026-05-27,Near Miss,High,55.8,Stuff military seek.,Sensor Malfunction,8.1,Under Investigation
INC-01286,SITE-001,31-Jan-2024,near-miss,Low,81.3,Candidate season executive herself.,,13.1,Under Investigation
INC-05502,SITE-006,2024-11-24,Spill,High,57.2,Serious rule treat teach position like know interview.,Corrosion,0.9,Open
INC-00610,SITE-005,2023-10-09,Near Miss,Low,83.5,Care beautiful standard stay bring how.,,2.1,Under Investigation
INC-02120,SITE-006,2025-01-28,Spill,,67.7,Hear beautiful at everyone attention partner nearly wall.,,3.6,Open
INC-01419,SITE-005,2026-04-05,Spill,High,66.7,Enough action push enough deal glass now should box herself politics.,Valve Failure,8.5,Open
INC-01220,SITE-002,2024-08-11,Fire,High,58.9,Realize computer happy writer son partner boy buy science.,Operator Error,4.1,Closed
INC-02200,SITE-005,2024-02-26,near-miss,Medium,74.7,Trade even method as kind since.,Sensor Malfunction,15.1,Under Investigation
INC-05485,SITE-003,27/07/2024,Leak,Critical,56.2,Hard game require fight.,Third-party Damage,4.0,Open
INC-00314,SITE-001,2024-09-19,Near Miss,Low,90.8,Hospital fact form director save food me.,Material Fatigue,2.0,Under Investigation
INC-04388,SITE-002,2026-04-10,Equipment Failure,,67.6,Support group speech mouth finish return education.,Sensor Malfunction,21.5,Open
INC-01718,SITE-003,2023-09-05,Spill,Medium,91.3,Identify prevent bar another food adult though Democrat wall none.,Sensor Malfunction,1.8,Under Investigation
INC-01279,SITE-006,2025-04-23,Spill,Medium,68.5,Right station hospital hard.,Corrosion,3.3,Closed
INC-05989,SITE-006,2025-12-26,Leak,High,65.3,Have south step performance chance answer according after serious camera.,Material Fatigue,10.7,Open
INC-01438,SITE-005,2026-04-19,Near Miss,Medium,77.6,Someone lead population message thought.,Third-party Damage,6.1,Closed
INC-04425,SITE-002,2024-11-13,Fire,Low,115.7,Pretty gun claim nothing five health with.,Third-party Damage,9.1,Closed
INC-03264,SITE-006,2026-03-07,Spill,high,53.6,Measure always worker dog class baby fish born.,Material Fatigue,7.8,Under Investigation
INC-05079,SITE-004,2025-04-01,Equipment Failure,Critical,43.0,Couple drug share like pretty step forget make.,Operator Error,6.0,Open
INC-00378,SITE-004,2026-07-04,Near Miss,Low,80.7,Produce property writer left write someone policy machine paper current.,Material Fatigue,2.9,Open
INC-02978,SITE-006,2023-09-24,Leak,Hi,57.9,Bed style world parent number strong space likely future quality.,Sensor Malfunction,6.9,Under Investigation
INC-04448,SITE-003,12/27/2023,Near Miss,High,46.5,Sit weight hour anyone room memory Republican station among.,,5.7,Under Investigation
INC-05417,SITE-006,2024-07-20,Leak,High,61.8,Over boy result organization memory international painting order hospital.,Sensor Malfunction,4.7,Open
INC-02990,SITE-002,04-Jan-2025,Equip. Failure,Medium,79.4,Role life ball woman technology too professor forward.,Valve Failure,8.1,Under Investigation
INC-00645,SITE-005,2023-09-05,Spill, Low,82.3,Enough late soldier outside chance your kitchen serious performance popular but child whose point painting.,Sensor Malfunction,16.5,Under Investigation
INC-01821,SITE-003,02/28/2024,Spill,Medium,62.4,Visit lot usually manage foreign town study accept too safe of.,Third-party Damage,4.3,Open
INC-01671,SITE-003,2024-07-23, spill ,crit,29.8,North black nature eight look others resource work others skill sometimes society wonder.,,5.4,Under Investigation
INC-02262,SITE-003,2025-06-27,leak,Medium,70.8,Technology member growth nor organization garden be floor public.,Valve Failure,16.2,Closed
INC-04692,SITE-006,07/29/2024,,High,67.6,Above room some see.,Third-party Damage,6.6,Under Investigation
INC-00527,SITE-001,2024-01-18,Equipment Failure,Hi,44.7,Amount stock how professor realize rather become use hope another into leg loss.,,2.7,Open
INC-01566,SITE-006,2026-04-10,Fire,High,60.9,Run perhaps statement particularly seven check plant school phone off fast major save sport just second.,Operator Error,10.4,Open
INC-00327,SITE-006,2026-08-09,Spill, Low,91.2,Require image expert network then.,Material Fatigue,9.4,Open
INC-04584,SITE-005,2025-06-28,Near Miss,High,72.2,Participant reason town series world follow article energy bank author analysis dream defense hand least prevent.,Sensor Malfunction,7.0,Closed
INC-00682,SITE-006,2024-06-21,Spill,Low,92.5,Can trial can back less cause according spend focus free attention.,Sensor Malfunction,1.6,Open
INC-05230,SITE-006,2026-02-19,Spill,High,50.4,American view safe almost site lawyer red.,Third-party Damage,5.3,Closed
INC-01432,SITE-004,2024-04-19,Equipment Failure,High,48.7,Side alone rate present of.,Valve Failure,14.2,Open
INC-02800,SITE-006,2025-11-11,Leak,Medium,69.3,Every drop on drug commercial citizen source up subject maybe produce everybody green state.,Sensor Malfunction,4.1,Open
INC-01433,SITE-003,2024-10-24,Fire,High,65.3,Box car dark magazine fine lose most exactly.,Material Fatigue,8.8,Open
INC-03067,SITE-001,2025-04-08,Spill, Low,97.3,Health simple general article conference peace bad tree reach Mrs easy down itself benefit.,Valve Failure,3.0,Closed
INC-01824,SITE-006,2024-08-29,Near Miss,Critical,49.1,Marriage church measure describe treat society no budget car author follow bank civil choose.,Corrosion,6.0,Closed
INC-02096,SITE-002,2025-07-25,Spill,High,55.9,Nor toward call away character discover this probably remember long able serve success reason.,,9.5,Under Investigation
INC-00965,SITE-005,2024-12-16,Spill,Low,99.1,By establish positive them right writer audience decision end into same.,Sensor Malfunction,12.2,Closed
INC-00510,SITE-002,2024-10-05,Equipment Failure,Critical,38.7,Character believe we late arm action century up writer south service paper well stock main to Democrat.,Corrosion,7.5,Under Investigation
INC-02794,SITE-001,2025-08-03,Near Miss,Medium,74.6,Movie make summer although capital begin.,,13.3,Closed
INC-05173,SITE-006,2024-05-05,Leak,Medium,78.1,Else represent ago live event result role anyone ask candidate.,Material Fatigue,9.5,Closed
INC-01379,SITE-006,06-Mar-2026,Near Miss,,67.4,Sea account Mrs share.,Operator Error,15.7,Under Investigation
INC-05374,SITE-001,2024-10-08,Equipment Failure,Critical,54.1,Evening actually trip party able treat ten whose store quickly and.,,3.5,Under Investigation
INC-01257,SITE-005,2024-07-26,Near Miss,,44.6,Remember natural free evening to wide decade much natural because majority our health explain boy feeling almost discuss.,Third-party Damage,14.0,Closed
INC-03672,SITE-003,2025-08-28,Leak,Low,87.5,Reason whom trial sound listen girl.,Operator Error,18.2,Closed
INC-05687,SITE-003,2026-03-27,LEAK,Medium,77.4,Democratic under lawyer little.,,9.3,Open
INC-02651,SITE-006,2024-01-10,Leak,High,53.1,Believe order article purpose pretty owner area society bag wait change value create me.,Corrosion,23.0,Open
INC-03777,SITE-004,2025-11-19,Near Miss,Low,80.3,Paper spring hotel popular else simply whose.,Valve Failure,18.9,Under Investigation
INC-04153,SITE-003,2023-09-17,fire,MEDIUM,76.2,Often term character collection.,Material Fatigue,9.9,Under Investigation
INC-02438,SITE-002,2024-05-29,Leak,Medium,76.2,Figure religious able data million.,Operator Error,15.1,Open
INC-05493,SITE-003,2024-09-29,Fire,Critical,51.5,Billion audience agree individual hope student discover level crime speech nothing house.,,7.6,Under Investigation
INC-02556,SITE-005,2023-09-13,Leak,CRITICAL,47.1,Hope cultural pick financial nice.,Material Fatigue,4.6,Under Investigation
INC-02250,SITE-006,2023-09-14,Leak,High,62.2,Nice feel attorney describe mission Republican actually better.,Third-party Damage,5.5,Under Investigation
INC-04654,SITE-006,2025-12-06,Equipment Failure,Critical,51.7,I describe senior region kind new product admit sort.,Third-party Damage,4.6,Closed
INC-04481,SITE-001,2026-05-23,Equipment Failure,Low,92.7,West knowledge difference hit.,Sensor Malfunction,2.8,Under Investigation
INC-03967,SITE-005,2025-08-19,Equipment Failure,,64.2,Right poor keep gas movement recent sign catch worry rate.,,2.3,Closed
INC-05068,SITE-003,2024-12-04,Spill,High,69.2,Yourself interview writer both buy family memory enjoy us ground room training enter loss.,,4.0,Closed
INC-00300,SITE-002,2024-07-26,Equipment Failure,Low,89.8,Present thousand forget brother kind two professor unit might prepare future.,Third-party Damage,8.1,Open
INC-03981,SITE-002,2026-03-19,Equipment  Failure,Low,79.1,Reality religious environment choose learn stage late pretty any mission right.,Sensor Malfunction,4.1,Open
INC-03880,SITE-006,2026-05-10,,Critical,43.3,Organization central agency choice organization expect information debate rest clearly first personal hour.,,4.9,Open
INC-02946,SITE-002,2025-04-04,Leak,low,92.5,Line moment pick argue behind.,,1.2,Open
INC-01789,SITE-006,2026-04-13,Leak,Medium,85.4,Wear cover support seek easy political her short food street item no soldier recently action focus job raise.,Corrosion,13.8,Under Investigation
INC-00219,SITE-001,2025-02-02,equipment failure,Low,91.1,Operation say assume inside.,Material Fatigue,7.2,Open
INC-02435,SITE-005,2024-12-21,Near Miss,Medium,87.6,No outside language product book blood successful.,Corrosion,5.6,Under Investigation
INC-05304,SITE-003,2025-02-18,Spill,Medium,77.7,Stock up bed activity attention certain never provide standard machine water above arm vote responsibility material.,Sensor Malfunction,4.9,Open
INC-04621,SITE-001,2026-08-29,leak,Low,79.9,Red another in cause check.,Corrosion,14.1,Under Investigation
INC-00394,SITE-003,2024-10-25,Spill,CRITICAL,28.9,Hour amount everybody first member decade happen car green picture analysis course between though weight cut.,Valve Failure,2.7,Open
INC-03556,SITE-001,2024-07-30,Leak,Lo,89.9,Writer understand girl indicate morning enough enter activity task he window phone.,Material Fatigue,8.2,Under Investigation
INC-00873,SITE-001,29-Sep-2025,Near Miss,Medium,67.9,Meet follow commercial meeting provide phone human by standard modern prevent condition identify how identify lawyer audience.,Corrosion,7.4,Closed
INC-04935,SITE-002,2024-06-14,Equipment Failure,Medium,74.1,Plant across throughout TV bar outside.,Third-party Damage,2.1,Open
INC-02899,SITE-005,2025-05-26,Near Miss,High,55.8,Institution minute subject authority prove southern small.,Operator Error,2.1,Open
INC-02137,SITE-002,2025-11-19,Leak,Medium ,80.1,Market blood continue human field key human democratic reach whether season focus lay seven provide loss often.,Material Fatigue,5.8,Closed
INC-05044,SITE-005,2023-10-03,Equipment Failure,Medium,81.8,See station collection lay do key else debate toward benefit high avoid anyone interview rule material.,Corrosion,8.4,Under Investigation
INC-02838,SITE-001,2024-04-25,Fire,,80.0,Data start nation standard close station while sometimes PM current stage visit ever.,Sensor Malfunction,1.7,Open
INC-02857,SITE-002,2024-03-23,Fire,Low,87.8,Rest behind buy upon special never.,Valve Failure,2.6,Under Investigation
INC-03808,SITE-006,2024-12-20,Leak,High,37.5,Expect education challenge technology approach attention.,Operator Error,3.6,Closed
INC-03452,SITE-003,2023-08-31,Equipment  Failure,Critical,36.2,Require mind around similar under beat itself company job page father provide argue price go.,Sensor Malfunction,26.1,Under Investigation
INC-04639,SITE-002,2024-09-16,Near Miss,High,58.3,Note media understand see material white sound way drive place people whole sign ask stock necessary.,Material Fatigue,11.2,Under Investigation
INC-00697,SITE-006,2025-09-28,Equipment Failure,High,69.5,Together admit when century yet between public tax former long try American thousand.,Operator Error,8.3,Open
INC-02223,SITE-004,01-Mar-2025,Equipment Failure,Medium,76.5,Focus fact catch type bill just difficult know member ready power many as.,Material Fatigue,3.5,Closed
INC-04757,SITE-005,2024-08-16,Leak,Medium,82.8,Charge have study hospital all far water environment.,Corrosion,10.7,Closed
INC-02054,SITE-002,2025-02-25,Equipment Failure,Medium,74.1,Reflect compare information use generation day lot example enjoy.,Corrosion,10.0,Open
INC-03365,SITE-003,2023-10-11,Near Miss,Critical,39.7,Build power his ago party number artist rise blood financial exist arm.,Operator Error,4.0,Closed
INC-02239,SITE-005,2024-12-05,Fire,Medium,90.3,At according those method need PM per pay throughout author be work forget trade big time join culture.,Third-party Damage,5.1,Closed
INC-02286,SITE-005,2025-08-21,Equipment  Failure,Low,84.3,Hope media door stop almost edge evidence ground standard.,Operator Error,7.2,Open
INC-02694,SITE-001,2024-05-10,Leak,Critical,16.3,Admit shake probably data ok case.,Third-party Damage,12.8,Open
INC-02020,SITE-002,2023-08-09T00:00:00Z,Equipment Failure,High,49.1,Eye seat sport ready door behavior.,Valve Failure,9.5,Open
INC-04337,SITE-003,2025-01-22,spill,Critical,48.3,Provide near between perform arrive religious agency.,Material Fatigue,8.0,Under Investigation
INC-02329,SITE-005,2025-01-25,Leak,Medium,72.0,Myself manage build later goal choice ten power at employee.,Valve Failure,1.7,Closed
INC-04633,SITE-001,2026-03-05,Fire,High,104.0,Seat quality skill anything whether company bill but around design.,Valve Failure,7.5,Open
INC-05612,SITE-006,2026-06-06,FIRE,High,61.7,Region top ground sing notice.,,20.0,Open
INC-03637,SITE-002,2026-09-11,,High,63.6,Before throughout size fast collection listen pick myself since grow huge toward family billion meeting if owner really personal well.,Corrosion,1.7,Under Investigation
INC-04064,SITE-003,2023-08-28,Leak,Medium,74.1,Really real sport lead onto more under near.,Material Fatigue,7.1,Closed
INC-00220,SITE-004,06/15/2026,Near Miss,Medium,71.4,Tend media resource billion understand official may couple raise.,,2.8,Open
INC-01737,SITE-003,2025-10-03,Equipment Failure,Critical,46.0,Hour federal most phone such help their life area citizen hard.,Sensor Malfunction,7.7,Closed
INC-00877,SITE-006,2024-10-18T00:00:00Z,Spill,Medium,75.0,Focus decision red house class beat agent pick figure structure stand place daughter.,Third-party Damage,3.1,Closed
INC-03456,SITE-004,2025-08-19,Near Miss,Medium,70.6,Growth she home on front win huge market why traditional thus success.,,16.1,Open
INC-00974,SITE-006,02-Sep-2025,Fire,Low,85.9,Network world meet may through ahead will benefit amount which various history little page.,Operator Error,16.7,Open
INC-01676,SITE-006,08-Sep-2025,Spill,Critical,40.8,Next water participant may buy anyone wrong per enough name wait indicate capital.,Third-party Damage,11.7,Closed
INC-01455,SITE-006,31/01/2024,Leak,Low,80.1,Few effort range right buy fine protect capital have star discuss Mrs security tonight community.,Valve Failure,3.4,Open
INC-03429,SITE-003,2025-12-23,Equipment Failure,Medium,77.2,Great year left interesting tough sort her his out experience culture.,Material Fatigue,14.2,Closed
INC-00885,SITE-002,2026-01-07,Spill,Low,87.7,Stop operation line account list quite put officer.,,9.9,Under Investigation
INC-00788,SITE-002,2026-07-11,Fire,Lo,84.1,Model certain sign size well race start minute about age.,Corrosion,11.0,Under Investigation
INC-01469,SITE-003,2026-04-18,Fire,Crit,34.7,Fund law sort air though remember.,Sensor Malfunction,5.7,Open
INC-02059,SITE-003,2025-01-17,Leak,Critical,43.1,Use PM figure rule wide street professor window few really day every me.,Operator Error,7.4,Open
INC-01922,SITE-001,2023-08-28,Leak,High,62.6,Manage tonight enter story.,,19.7,Open
INC-02675,SITE-005,2026-01-16,Equipment Failure,Low,88.2,Record return want such middle play fund skill prevent support discover nation they identify.,Operator Error,5.8,Closed
INC-03095,SITE-006,2025-12-12,Spill,High,49.7,Along stand collection edge fill situation white on.,,12.4,Closed
INC-03847,SITE-004,2024-08-04,Equipment Failure,Medium,83.3,Sell she guy property into writer treatment home hair smile option leave the become type example commercial.,Valve Failure,8.4,Open
INC-04859,SITE-006,2024-10-10,Leak,Low,91.5,This effort whom but sense have new trial total beat loss name check section language let.,Valve Failure,8.1,Under Investigation
INC-04395,SITE-004,2024-06-16,Equipment Failure,Low,96.2,Agreement near bank yard.,Sensor Malfunction,3.9,Closed
INC-02696,SITE-003,2025-06-04,Equip. Failure,Medium,61.8,Six whole program move executive our now.,Operator Error,9.0,Open
INC-03185,SITE-003,2025-07-29,Leak,High,67.4,In traditional yourself program fast while mention stand tree.,Third-party Damage,5.1,Closed
INC-00044,SITE-004,02/16/2024,Equipment Failure,Low,86.2,Although guy job admit.,Third-party Damage,5.3,Under Investigation
INC-00442,SITE-006,2026-01-21,Leak,HIGH,55.1,Pull eight speech stock simply food close white.,Third-party Damage,11.8,Closed
INC-02036,SITE-004,2024-05-21,,High,55.5,Late nearly your our order.,Corrosion,13.9,Under Investigation
INC-04948,SITE-002,2024-08-07,,Low,81.6,Above during three make last best room very thus see offer ask radio car.,Corrosion,14.2,Under Investigation
INC-02205,SITE-004,2024-04-02,Spill,Critical,43.1,Between loss star exist eye research gas source this.,Third-party Damage,4.6,Closed
INC-00188,SITE-006,2026-01-09,Equipment Failure,Low,87.9,Great senior bring mother music attorney there.,Material Fatigue,4.8,Closed
INC-05133,SITE-001,2025-05-13,Leak,Medium,104.0,Would enjoy firm too price old wrong decide much.,Valve Failure,6.7,Under Investigation
INC-00067,SITE-006,2026-03-10,Near Miss,High,60.8,Wear somebody be history front set none safe yes buy try.,,2.4,Closed
INC-04195,SITE-006,12/21/2023,Fire,Medium,83.3,Remain per meeting day few raise page spring camera attack thousand only quality building.,Material Fatigue,11.7,Closed
INC-01097,SITE-006,2026-03-24,Leak,High,47.4,Determine enter notice sign my site.,Operator Error,13.2,Closed
INC-01747,SITE-005,2025-01-17,Equipment Failure,Medium,75.3,Ready say yard three degree college rate design difference.,Operator Error,7.5,Closed
INC-04531,SITE-002,2025-09-20,Equipment Failure,Medium,67.5,Put radio win note like between manager father anything ground.,Corrosion,10.7,Open
INC-04841,SITE-003,2025-04-16,Spill,high,71.7,Describe theory drive animal.,Third-party Damage,0.7,Under Investigation
INC-00855,SITE-003,2026-07-24,Leak,High,50.6,According then wife drop perform everything anything four collection play drive choice arrive degree appear customer often debate break.,Operator Error,1.2,Closed
INC-04479,SITE-003,2025-10-08,Leak,High,62.5,Health north paper report wear mission explain meeting.,Material Fatigue,5.9,Closed
INC-02697,SITE-004,2025-05-17,Leak,High,60.7,By wish base meeting write sort house laugh federal form during indicate I up between.,Operator Error,7.4,Under Investigation
INC-00023,SITE-003,2023-11-21,Near Miss,crit,29.6,Goal development place ten sea condition candidate character interview almost.,Material Fatigue,7.1,Open
INC-01066,SITE-002,2025-06-02, spill ,Critical,61.2,Question along state family away benefit program responsibility.,,17.7,Open
INC-05287,SITE-001,2026-02-23,Fire,Medium,81.8,Daughter speech mean everything hand beautiful present activity nation take institution get tough decision language less radio.,Valve Failure,9.2,Closed
INC-01617,SITE-001,02/09/2026,Leak,Low,83.7,Billion animal nature figure wind she sort benefit myself another door current.,Material Fatigue,7.9,Under Investigation
INC-03806,SITE-003,2026-06-27,Near Miss,Critical,46.2,Time skin politics try discover though white talk under up start perhaps effect yard design card difference then experience building.,Sensor Malfunction,11.2,Under Investigation
INC-02003,SITE-004,2024-04-02,Equipment  Failure,Low,87.7,Job mission represent our network true trade skill mention five strategy heavy article main quite few line.,Corrosion,0.9,Under Investigation
INC-00632,SITE-006,2024-01-14,Spill,Critical,48.7,Stand mission center assume suffer list direction her not.,Operator Error,9.0,Open
INC-02861,SITE-001,2024-12-21,EQUIPMENT FAILURE,Low,92.9,Season task avoid many wind pay conference worry arrive blood sense.,,2.0,Open
INC-03549,SITE-001,17/07/2024,Near Miss,low,87.4,Under and politics machine each certain though open.,Valve Failure,2.9,Open
INC-03335,SITE-006,2023-09-10,Spill,High,47.8,Level when employee share her practice exist realize store.,Third-party Damage,8.2,Under Investigation
INC-00536,SITE-003,2026-01-07,Fire,Medium,72.8,Return resource few including themselves.,Material Fatigue,5.3,Open
INC-00796,SITE-002,2024-08-05,Spill ,Medium,59.9,Hold operation local friend end what character worry in without.,,15.0,Closed
INC-01572,SITE-006,2025-03-05,Fire,Critical,55.7,Meeting name maybe admit book attorney civil military cell test.,Operator Error,7.0,Under Investigation
INC-04019,SITE-001,2023-08-28,Equipment Failure,High,56.3,Federal professional attorney you involve across term natural.,,5.9,Open
INC-05749,SITE-006,2024-09-14,,High,53.1,Break difficult bar defense meet.,Corrosion,10.8,Under Investigation
INC-02181,SITE-006,2024-03-06,Equipment Failure,High,67.5,Wind first able relate fall.,Sensor Malfunction,16.1,Closed
INC-05587,SITE-003,2024-04-11,Spill,Critical,27.3,Sure charge author sense more control own pick scene her eye region.,,9.2,Closed
INC-00583,SITE-001,2024-09-25,,Medium,70.5,Safe family these here heart receive agree.,Material Fatigue,15.9,Closed
INC-03303,SITE-005,2026-05-15,Fire,High,50.1,Happy common speech last present hospital security style health career important.,Corrosion,4.5,Closed
INC-04898,SITE-004,2026-06-28,Leak,High,54.8,Recently drug especially pressure professional play hold help across what adult state reach police exactly break serious age.,Operator Error,8.7,Under Investigation
INC-00617,SITE-004,2023-09-28,Near Miss,Low,87.8,Truth black prevent police have all discuss.,,14.5,Open
INC-03770,SITE-002,2024-09-16,Equipment Failure,High,47.7,Huge space power American moment alone everyone whom people generation follow claim simply activity meeting computer here father nation.,Third-party Damage,4.0,Closed
INC-03945,SITE-002,07-Nov-2025,equipment failure, medium,71.0,Resource understand too next seat best ready fill yourself address get interview.,Operator Error,5.5,Under Investigation
INC-02631,SITE-005,2026-05-30,Near Miss,Medium,75.3,Much almost how bit leave happy indicate than rule actually main especially quite if.,Material Fatigue,8.6,Open
INC-00286,SITE-001,2026-01-15,Leak,Low,85.9,Space community bit three coach.,Material Fatigue,9.6,Open
INC-02249,SITE-002,09/03/2025,Near Miss,Low,85.2,Oil not everything third and camera exactly character my writer paper.,Third-party Damage,4.5,Under Investigation
INC-02039,SITE-006,2025-08-04,Spill, High,104.0,Likely plan central power through rest effect reach imagine eye in.,Corrosion,5.6,Under Investigation
INC-05077,SITE-004,2024-08-31T00:00:00Z,Fire,Medium,77.6,There tree important cup never space once.,Sensor Malfunction,17.9,Under Investigation
INC-01339,SITE-006,2024-10-09,,Medium,85.8,Yet purpose scene husband.,Third-party Damage,15.5,Open
INC-04369,SITE-001,2025-10-19,Near Miss,,61.8,Visit with may continue western or.,Third-party Damage,16.1,Open
INC-04359,SITE-006,2026-04-29, Leak,Critical,34.0,Traditional name together force entire add range.,Corrosion,8.6,Open
INC-03127,SITE-005,2024-07-11, Leak,High,56.1,Exist everybody far need conference carry southern hear case end medical door mission apply.,Sensor Malfunction,16.8,Under Investigation
INC-00316,SITE-006,2024-04-05,Fire,High,56.3,Market teacher force future wrong according market service would.,,24.0,Closed
INC-00630,SITE-003,2025-03-28, spill ,High,80.1,Book professor specific push form like stage.,Third-party Damage,4.8,Closed
INC-04050,SITE-005,2024-09-10,Near Miss,Critical,33.4,Eye case section production point beat Republican.,Valve Failure,7.8,Closed
INC-01470,SITE-003,2024-11-04,Near Miss,Low,74.0,Policy poor pretty stop live later or main hair sure.,Third-party Damage,8.3,Open
INC-05449,SITE-003,2025-05-16,Equipment  Failure,,69.8,Space certain will surface consumer will hold level analysis exist.,Valve Failure,3.7,Open
INC-01021,SITE-003,2026-07-18T00:00:00Z,Fire,Medium,65.9,Cell stage court.,Material Fatigue,1.1,Under Investigation
INC-02885,SITE-001,2024-02-02,Equipment Failure,Low,92.3,You people enjoy lead themselves hotel police analysis.,Operator Error,22.1,Closed
INC-05441,SITE-001,2023-09-09,Equipment Failure,Low,96.8,Term media least total poor thought attack never with quickly seat eight.,Material Fatigue,2.9,Open
INC-04772,SITE-004,18/03/2025,Spill,Medium,58.4,Crime avoid young thus ball air stage tend here.,Operator Error,2.6,Closed
