audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-08951,SITE-006,2024-12-05,2025-02-19,58.6,Documentation,Cost help begin figure very first to ten common sister close find until house region method first near line.,Rise force attack there memory paper worker represent page environmental.,Jamie Munoz,Closed
AUD-00756,SITE-005,2025-10-21,2025-10-27,71.4,Personnel Training,Improve window suggest letter somebody book discuss set ready agency deep forward within today conference we address economic.,Crime generation difference interest beautiful cell between probably.,John Hubbard,Closed
AUD-08018,SITE-001,2024-06-27,2024-06-04,62.9,Safety Equipment,Market end than matter expect write newspaper allow share benefit international over thousand book including establish ready job available better project middle reason.,Deal size down employee beyond.,Darius Meyers,Closed
AUD-01856,SITE-002,2025-05-05,,83.2,Environmental Monitoring,Exactly official too set old per.,She hundred live describe pay garden important.,John Mack,Open
AUD-05405,SITE-004,2024-06-12,2024-06-23,75.0,Containment Integrity,Miss position them type both out three product pick kind.,Board score guy final.,Anne Palmer,Closed
AUD-02527,SITE-003,2025-03-13T00:00:00Z,2025-05-15,64.1,Personnel Training,Become may picture somebody process suggest cultural it produce above difficult.,Woman station arrive.,Mr. Steven Mcbride,Closed
AUD-07681,SITE-002,2024-08-15,2024-08-27,87.9,Containment Integrity,Age allow so assume provide real get major accept walk east analysis bad almost.,Give public painting by easy create born both control staff.,Dr. Patrick Tran,Closed
AUD-07044,SITE-004,2026-04-21,2026-05-08,64.0,Containment Integrity,Care because level second short herself up hand beat positive guess tell.,,Dr. Amanda Kane,Closed
AUD-04994,SITE-005,2025-11-01,2025-11-10,69.7,Maintenance Backlog,Cut card want as political with less own home personal fly.,Every impact smile where ask article travel before close.,Erica Allen,Closed
AUD-06145,SITE-002,17/11/2024,2024-12-03,74.6,Maintenance Backlog,Himself national growth like since letter white thank part wall remember tell heavy.,Thought song happy help star need prove Mrs series factor choice society car.,Nicole Osborn,Closed
AUD-05889,SITE-002,2024-02-26T00:00:00Z,2024-03-13,150.8,Environmental Monitoring,Start parent yeah police allow though assume deal material argue receive when door.,,Christine Steele,Closed
AUD-08408,SITE-003,2026-02-11,,70.9,Documentation,Bar side industry majority between develop big ask before cold exactly American real century usually half movie.,Conference important list four.,Shelly Rivera,Open
AUD-07937,SITE-001,03/03/2026,2026-03-12T00:00:00Z,95.6,Environmental Monitoring,Person along western despite decision near staff election right fly discover where education central floor a according cover while people toward realize team yes smile window.,Court bag interesting many especially dog point.,Jennifer Price,Closed
AUD-02511,SITE-003,2024-06-08,,51.6,Maintenance Backlog,Share practice than thought appear agree key true individual debate drug.,Voice current wall resource owner theory care.,Dustin Oconnor,Open
AUD-07409,SITE-002,2024-09-18,2024-09-30,69.8,Emergency Response,Marriage technology bed fire chance similar respond discover soon fly possible appear.,Situation first decision as baby believe space religious service summer four.,Brian Bell,Closed
AUD-05698,SITE-002,09/15/2024,,81.9,Emergency Response,Civil beautiful shoulder loss yourself between soon stand million by through condition area hear for spring cost that increase peace himself man day establish film professional.,,Brian Snyder,In Progress
AUD-01288,SITE-004,2024-10-06,,83.2,Personnel Training,Measure recent possible view idea final Democrat put whether later successful office charge view five begin town instead price social property a.,Five attorney might likely meeting professor culture.,Alexander Williams,In Progress
AUD-08645,SITE-002,2026-06-02,2026-06-18,77.4,Environmental Monitoring,Where evidence seat there east continue play try market health television fast walk own option those new do.,Pay building actually write.,Sarah Jackson,Closed
AUD-02059,SITE-005,2025-10-06,,81.6,Containment Integrity,Whether enough conference where media man story painting western region yeah upon business security face.,Five center however do.,Samuel Barnes,In Progress
AUD-03055,SITE-003,2026-08-02,,49.4,Environmental Monitoring,Region forward major age writer yourself speech environment mind cultural happen try better loss choice ready because appear treat herself series.,Consider history customer control before various.,David Young,Open
AUD-06585,SITE-005,2024-08-15,2024-09-04,64.3,Personnel Training,General moment relate sound management choose size source national federal once.,For walk have manage so must pass wonder property guess.,Richard Martin,Closed
AUD-04157,SITE-003,2024-12-01,,65.8,Maintenance Backlog,Health three big character gun responsibility pay.,Try on risk.,Susan Greene,Open
AUD-06808,SITE-001,2024-10-17,,73.3,Safety Equipment,Let page paper standard feeling because military effort buy realize season design paper help require office.,,Allen Finley,Open
AUD-01109,SITE-002,2025-11-16,2025-12-11,100.0,Environmental Monitoring,Ago would box born book education rule.,People threat book hope baby world.,Sally Anderson,Closed
AUD-02402,SITE-002,15/06/2024,,77.2,Containment Integrity,Before notice cup hard say direction strategy happen owner enough thing.,Good concern official everybody company let sing talk.,Stephen Williams,Open
AUD-05823,SITE-006,04/28/2024,,98.0,Containment Integrity,Often nor source by behind plan mention share process knowledge everyone hot see accept.,,Alexander Reynolds,Open
AUD-06177,SITE-001,03/31/2024,2024-04-12T00:00:00Z,70.0,Containment Integrity,Medical politics onto movie something third green travel cultural.,Tv line economic gas line crime community court one speech hold special.,Emily Cardenas,Closed
AUD-06335,SITE-006,2025-12-02,2026-02-05,62.1,Emergency Response,Agree how turn four when life just.,,Deborah Stone,Closed
AUD-05450,SITE-002,2025-10-28,2025-11-21,95.1,Safety Equipment,Quite modern sense but on fill fill really indicate almost point current better there similar season why item practice.,Head whom meet remember happy military decade.,Kyle Kennedy,Closed
AUD-03543,SITE-005,2025-10-28,2025-11-25,77.8,Emergency Response,Cost responsibility always method way simply box red.,Reflect run decide son true easy ball economic.,Taylor Holland,Closed
AUD-03459,SITE-002,2025-06-24,2025-06-29,87.2,Safety Equipment,Ball challenge civil can ability price tonight before especially month eye unit camera describe fly force.,,Charles Miller,Closed
AUD-02694,SITE-001,2024-06-08,,93.6,Maintenance Backlog,Mother network check air outside tend want than anything project produce together nothing drive enter though financial sound.,,Ryan Davis,In Progress
AUD-07865,SITE-001,10/30/2024,2024-11-27,67.3,Documentation,Light land eight back policy computer right both officer both dog likely across final.,Much any away fly participant network.,Scott Sanchez,Closed
AUD-07003,SITE-005,2025-04-28,2025-05-25,91.6,Containment Integrity,Cell us force picture allow floor quality ability campaign activity guess.,Age structure wonder form last wrong.,Christopher Green,Closed
AUD-08894,SITE-004,2025-01-23,2025-02-04,72.1,Personnel Training,Professor camera enjoy speak husband piece maintain good table memory address bill.,I size able support present.,Chad Carey,Closed
AUD-04757,SITE-002,2026-03-02,2026-03-14,87.7,Environmental Monitoring,Society case summer capital child woman defense.,Fall expect human issue shake window mean happy they occur guess drive.,Jasmin Garcia,Closed
AUD-01723,SITE-006,25/02/2026,2026-05-05,77.6,Emergency Response,Daughter side voice education series move Mr little model his involve book question as chance suggest mission true myself choose.,Example raise example authority respond only fire.,Taylor Mercado,Closed
AUD-07604,SITE-002,2025-09-28,2025-10-06,72.8,Personnel Training,Game daughter wide reason sea need item however beat fire partner here actually say hospital measure.,Economic rise establish well.,Sean Harris,Closed
AUD-07488,SITE-004,2026-01-26,2026-02-02,78.3,Leak Detection,But firm herself rock across sister stay threat summer hold fly understand someone fill on.,Land after crime Mr structure possible great.,Timothy Peterson,Closed
AUD-06443,SITE-004,2024-05-09,2024-05-25,93.3,Environmental Monitoring,Western successful happen full black focus prevent art hotel media common.,Still tonight early dinner ball.,Aimee Smith,Closed
AUD-06936,SITE-002,2024-02-13,2024-02-29,86.0,Leak Detection,Natural glass shake decide by reach create its Mrs reflect candidate yeah spring sound wide test certain thank red carry agency oil issue.,Staff sit pattern serve nothing value.,Renee Adkins,Closed
AUD-05619,SITE-001,2025-09-07,19-Sep-2025,96.8,Safety Equipment,Finish service analysis budget report daughter look office culture or this green heart cause carry low floor what around.,Contain detail develop why short moment space collection party everyone allow.,Michelle Williams,Closed
AUD-04837,SITE-004,20/06/2025,2025-07-06,87.2,Leak Detection,Red behind box time economic change half expert drop role month sport evidence other can black environmental gas garden left free she bill song work.,Over by lay peace pass computer.,Michelle Jackson,Closed
AUD-01200,SITE-005,2025-12-08,2026-01-04,100.0,Personnel Training,In edge professor establish work claim individual cut spend over or attack indeed issue lose meet ground really other individual continue.,,Roy Woodard,Closed
AUD-02317,SITE-002,2025-12-06,,83.9,Leak Detection,Measure team help image direction green walk thus bed school I per wear itself purpose however sport before chair memory.,Morning whole we concern send they reality pick read serious.,Mark Daniels,In Progress
AUD-06529,SITE-002,2025-08-12,2025-08-25,86.9,Environmental Monitoring,Grow wind follow up property behind thing find check finally.,Pressure sing according short beautiful eat hear may decision.,James Wood,Closed
AUD-01869,SITE-002,2024-06-27T00:00:00Z,2024-07-16,84.2,Leak Detection,Shake across fall direction hope many activity weight water open consider.,Benefit scene TV once window usually else may send one want raise.,Brandon Rodriguez,Closed
AUD-04419,SITE-006,2025-10-27,2026-01-20,47.8,Containment Integrity,Risk very our study smile food court.,Brother give difficult we camera allow own late though beyond.,Adrian Bass,Closed
AUD-03729,SITE-003,07/24/2024,,94.4,Personnel Training,Cut ball evening stage democratic may vote form job coach sort or onto.,,Sergio Matthews,Open
AUD-02806,SITE-004,2025-11-18,2025-12-02,83.8,Safety Equipment,Involve decision drop drop lose fine name person.,Structure than method word quickly fish relationship citizen front help.,Andrew Lee,Closed
AUD-01249,SITE-002,2026-04-15,2026-05-01,79.1,Containment Integrity,Rise main service listen difference head glass protect a the American several.,,Charles Carroll,Closed
AUD-00782,SITE-004,2024-07-22,,79.0,Environmental Monitoring,Go Republican station father sister result black event age there she party total since.,Toward owner and old west send suddenly seat run within ever.,Matthew Woodard,In Progress
AUD-03885,SITE-004,2025-02-14,,80.0,Containment Integrity,Garden can song clear official value treatment rest in American.,Involve spring health radio maybe beat usually teach half.,Stephen Frazier,Open
AUD-02102,SITE-006,2026-02-09T00:00:00Z,01-Apr-2026,56.7,Emergency Response,Yeah glass into many middle authority number mind none always hundred catch feeling business into late central stay.,Thing new foot opportunity go big.,Andrea Mitchell,Closed
AUD-02586,SITE-005,2025-03-22,,64.0,Containment Integrity,Girl response fear policy road reason.,,Seth Hughes,Open
AUD-00697,SITE-001,2025-10-10,,58.9,Containment Integrity,Present lose perform add article cold.,Relate save race business begin must director.,Phillip Davis,Open
AUD-03532,SITE-006,2025-07-05,,77.5,Maintenance Backlog,Fly both ask today then lawyer hope early contain type mother staff to court try.,Phone still piece true provide live tax.,Ms. Marissa Barber MD,Open
AUD-03788,SITE-003,2026-04-25,,88.6,Containment Integrity,Plant car total instead forget enjoy begin until rest together here and relationship.,Since language tend interview life worker.,Christopher Dunn,Open
AUD-02752,SITE-006,2024-02-11,,59.6,Leak Detection,Whether begin would discuss game say final send war democratic grow.,Have each happy partner picture including space performance region.,Brenda Hughes,In Progress
AUD-05658,SITE-002,2024-05-04,,97.1,Environmental Monitoring,Move quality fill drop so nation improve clear pay adult maybe.,,Adam Ellis,Open
AUD-09291,SITE-001,2024-07-15,2024-08-03,88.7,Maintenance Backlog,Return health hundred seek evening either hope picture cut remember draw of lose dream.,Improve benefit fast blood form memory civil consumer everything while report.,Stephanie Cooke,Closed
AUD-00131,SITE-005,20/10/2025,2025-11-18,72.8,Leak Detection,Top personal begin general if but little center more age them police a education follow.,Available authority sport million black success marriage least clearly into.,Michelle Chavez,Closed
AUD-05807,SITE-005,2025-07-30,2025-08-08,76.4,Containment Integrity,Operation machine others society young defense me themselves edge better.,Plant much word market year school listen kid some.,Emily Thornton DVM,Closed
AUD-02308,SITE-003,2024-10-16,,49.5,Safety Equipment,Hour according week war itself finally reveal change include board opportunity those word.,Despite size drop provide.,Debra Brown,Open
AUD-09309,SITE-004,2026-02-26,2026-03-19,86.7,Containment Integrity,Foot moment address live hope people answer less phone involve.,,Connie Coleman,Closed
AUD-02180,SITE-002,25-Dec-2024,2025-01-17,91.0,Personnel Training,Purpose if listen a reflect institution all.,Person cost source car professional save maybe bad.,Peggy Sanders,Closed
AUD-00347,SITE-001,17/06/2024,2024-07-01,81.4,Personnel Training,Class stay throughout letter appear clear state fact.,Heart box figure author.,Leslie Nelson,Closed
AUD-02243,SITE-006,2026-02-24,2026-04-20,78.6,Maintenance Backlog,At specific education building address receive send great choose sometimes receive smile beyond.,Low from involve can civil upon raise religious.,Cole Mullins,Closed
AUD-03418,SITE-006,2024-04-24,2024-06-07,75.8,Emergency Response,Home it check price be among where value where church rock bit situation better.,,Tina Mejia,Closed
AUD-03034,SITE-003,2024-09-08,,70.8,Emergency Response,Interview service affect official certainly clear plant population remain career star tend short thank although responsibility even one see source recent sister.,One feel position fact control consumer necessary decide fish.,Kimberly Martinez,Open
AUD-03176,SITE-002,25/05/2026,2026-06-23,81.4,Containment Integrity,Inside nothing glass far mind book fast option easy final work.,Left yeah discuss time lose course exactly evening.,Amanda Brown,Closed
AUD-07583,SITE-005,2026-01-23,,73.3,Maintenance Backlog,Answer fly mention suddenly pressure think message short learn nice focus boy their meeting mother technology many sign.,Some always tend where culture different four wear.,Julie Williams,In Progress
AUD-04034,SITE-004,2026-06-02,,100.0,Maintenance Backlog,Wear body production half military street key check successful treat close.,Assume maintain in three college project raise have effect star.,Sabrina Wells,In Progress
AUD-08349,SITE-005,2024-07-05,,80.5,Emergency Response,Standard join away decide including red person against area its available three thought area.,Take young appear then view that rate positive.,Elaine Haney,Open
AUD-08891,SITE-001,2025-03-25,2025-04-07,60.9,Maintenance Backlog,Understand way discussion statement great end economy back theory.,Choice I if account yourself want.,Curtis Brown,Closed
AUD-06832,SITE-005,2026-09-03,,82.9,Emergency Response,Mrs city Republican provide environmental general coach theory democratic mention thank student each.,Free question management democratic like respond develop not toward.,Elizabeth Sanchez,Open
AUD-02404,SITE-001,2026-07-09,,80.5,Containment Integrity,Cause determine raise too indeed top through thus mean list hundred three force occur wife help wear new tell democratic.,Expert window simply west lead both east change hope rich.,Patrick Mcmillan,In Progress
AUD-03601,SITE-005,2024-08-29,2024-09-25,75.9,Maintenance Backlog,Agree modern indicate shoulder lot present organization include her pay contain without threat.,Despite big you also color fall somebody do resource right girl explain daughter cell.,Brandon Hickman,Closed
AUD-00178,SITE-006,2025-08-20,,26.0,Containment Integrity,Bag impact throughout fire boy source central pull next yet evening.,Really you education billion process somebody.,Mrs. Amy Chavez,Open
AUD-00798,SITE-006,2024-10-08,,70.7,Containment Integrity,Music member heart mention feel cover center machine call.,Turn say wife level accept war mission available answer.,Ronnie Johnson,Open
AUD-05535,SITE-001,2025-06-11,06/27/2025,81.2,Containment Integrity,Movement certain perhaps year beautiful son television class send what admit along ability sign federal.,Still order foreign case scientist believe condition.,Jennifer Cook,Closed
AUD-06022,SITE-002,2025-09-30,,85.4,Emergency Response,Foot we director win agency within too late open wear walk from.,Hear else them charge happen performance series recently hundred amount impact room thank thought.,Lindsay Mckay,Open
AUD-05721,SITE-006,2025-05-13,,50.6,Containment Integrity,Yourself soon how avoid body third there again authority end type example hour professor wall.,Site direction long top several short shake institution.,Jennifer Lucero,In Progress
AUD-02454,SITE-005,2025-10-03,27-Oct-2025,74.5,Leak Detection,Share interest thought baby center record once Mr hold possible.,Once tough road goal interest specific threat.,Kevin Hart,Closed
AUD-06645,SITE-001,2024-11-25,2024-12-18,73.7,Documentation,Top might job laugh Republican several our join attack shoulder themselves parent environmental student dark people purpose feeling baby discussion.,Hospital area they budget visit control we.,Austin Lewis,Closed
AUD-07563,SITE-002,2026-06-08,2026-06-14,71.2,Documentation,Teacher measure but turn executive career policy several its visit point member section then.,Hand whatever doctor town town large person answer today word.,Kevin Oliver,Closed
AUD-08449,SITE-001,2024-11-25,2024-12-11,85.3,Leak Detection,Industry color to test provide budget career me small.,Somebody statement mention property establish bank organization.,Deborah Johnson,Closed
AUD-08759,SITE-003,2024-10-05,09-Dec-2024,73.8,Environmental Monitoring,Garden late population ago begin challenge clear couple human.,Per whether recently indicate night range fish hand economic.,Deborah Choi,Closed
AUD-00690,SITE-001,2025-08-27,2025-09-08,77.9,Emergency Response,Easy bad personal others evidence fund sell operation debate.,Break few thank edge power.,Rebecca Bender,Closed
AUD-00113,SITE-002,2025-09-13,2025-10-08,84.3,Environmental Monitoring,Cold total rock sport keep store future.,,Patricia Lindsey,Closed
AUD-03065,SITE-006,2024-12-01,,54.7,Leak Detection,Vote back indicate away week have gun month board tell improve rule.,,Crystal Mendoza,Open
AUD-03851,SITE-005,06-Nov-2024,2024-11-29,83.7,Leak Detection,Rise adult cut far poor laugh remain market left good strategy get read just thing couple player resource citizen feeling night.,Officer treat appear later culture after shake.,Bailey Payne,Closed
AUD-04915,SITE-006,2025-03-11,,47.3,Safety Equipment,Bring drive practice tend attention discuss base indicate probably.,Answer work hope worker art meet remain difficult.,Jennifer Bean,Open
AUD-06640,SITE-001,2026-05-18,2026-04-25,64.9,Safety Equipment,Write drive stuff develop much today tough behind include deep where important manager stuff several build management finally fill.,Learn bar pull language produce compare court black different child popular house economy get adult.,Lauren Michael,Closed
AUD-01568,SITE-004,2025-01-28,2025-02-15,81.7,Personnel Training,Magazine none score lay good.,,Thomas Young,Closed
AUD-00671,SITE-002,2025-03-08,2025-03-26,87.8,Environmental Monitoring,Age company wrong maintain standard week involve my face wish sea know various.,Even and agreement office bad go character sell.,Gabriel Goodman,Closed
AUD-06792,SITE-004,2024-02-16,2024-03-02,68.8,Documentation,Window budget party not consider stand oil environmental south PM left affect similar difference when like individual case.,Your important skin six guy remember.,Joshua Rodriguez,Closed
AUD-05125,SITE-004,2026-06-03,2026-06-24,98.5,Leak Detection,Outside media trip choice treat how peace mouth.,Subject raise national quite structure popular partner no.,Antonio Chan,Closed
AUD-06805,SITE-001,2026-01-28,2026-02-07,75.1,Documentation,Call day middle particular security look range night who half above remain.,Floor represent how big foreign view prevent to free each fear culture man.,Megan Costa,Closed
AUD-05527,SITE-005,2026-05-31,,76.8,Environmental Monitoring,Bring two game knowledge measure prove individual two.,Should stand economic page not record indeed.,Veronica Hartman,In Progress
AUD-02517,SITE-006,2025-03-01,,87.5,Maintenance Backlog,Friend perhaps country why yeah real good assume anyone thousand brother interesting cut trial data media far prevent director down worry since face.,,Daniel Doyle,In Progress
AUD-08898,SITE-001,2026-04-30,2026-05-30,84.6,Safety Equipment,Produce tonight speech dark network without though foreign stock second.,,Eric Campbell,Closed
AUD-08007,SITE-003,2025-01-15,09/02/2025,65.6,Leak Detection,Even similar offer final fire some keep arrive begin production friend car language music their sort prepare floor attack garden produce house.,Including point these boy senior machine.,Nicole King,Closed
AUD-07502,SITE-002,2025-11-15,2025-12-01,72.5,Leak Detection,Rock wind experience nothing nation forward talk Mrs relationship particular big fight star hot development everybody respond record certainly ago camera son.,Pretty which by star run look provide situation big really after for general wrong.,Barbara Pratt,Closed
AUD-06628,SITE-001,2024-02-24,2024-02-08,90.2,Personnel Training,Child all response include article suffer sort activity white pass already up street thank young most.,Mind professor difference gun key no hit who.,Olivia Mckinney,Closed
AUD-04189,SITE-003,2024-02-07,,69.4,Containment Integrity,Per live heart understand soldier especially others stage suggest conference peace writer safe.,,Tonya Navarro,Open
AUD-05403,SITE-004,2024-12-01,2024-12-10,87.9,Emergency Response,Who seek clearly note center exist modern history.,Compare your town resource cost south wish.,Danny Evans,Closed
AUD-05287,SITE-006,2025-02-18,,63.4,Environmental Monitoring,Your one late long seem her prove work model cover after natural human.,Reveal field movement watch whatever computer partner decision evening.,James Smith,Open
AUD-02175,SITE-001,2025-12-05,2025-12-12,87.2,Containment Integrity,Eye after feeling Mrs well clearly until discussion international since nation father such nice main blue half.,Call decision rest suddenly may.,Stephen Wallace,Closed
AUD-04894,SITE-004,2024-07-06,2024-07-30,58.7,Emergency Response,Speak consider each hair possible event activity argue life himself media image someone develop particular agent miss performance west second.,Matter whose energy question.,Chase Phillips,Closed
AUD-00278,SITE-001,2025-10-27,2025-10-05,77.2,Maintenance Backlog,Strong herself picture interesting increase maybe development quite may perhaps him partner deep me.,Nearly community far young economic here know right resource various production into like method.,Andre Richardson,Closed
AUD-00227,SITE-005,2024-07-13,2024-08-07,85.2,Safety Equipment,Yes single direction later new amount gas treat read both entire project take success court.,Administration management him north college cold near full try security direction before.,James Warren,Closed
AUD-03743,SITE-005,2024-07-06,2024-07-30,88.8,Maintenance Backlog,Official risk ago party service own character develop beyond person easy involve character throughout born whose.,,Glenn Berg,Closed
AUD-02493,SITE-006,2024-09-29,,85.9,Personnel Training,Ahead floor fly free development approach concern window receive role himself while bar store test whether game ground fly grow can work artist child moment along.,Program community style management charge kid positive fear.,Vincent Mcintyre,Open
AUD-08338,SITE-003,2024-08-11,,57.9,Leak Detection,Maybe interest help return group green the institution few eye.,Set life plan beyond national learn main action.,Sharon Marsh,In Progress
AUD-09352,SITE-001,2024-05-17,2024-06-05,88.9,Environmental Monitoring,Say building car brother rise interesting Democrat.,International list today half imagine rise wear public standard.,Cassandra Dudley,Closed
AUD-07875,SITE-003,2025-07-16,,66.9,Containment Integrity,Partner story western could final now share stand morning war everyone agree manager mother article happen chair into recent mean resource card like indicate military.,,Joshua Burns,Open
AUD-06144,SITE-002,01/04/2026,2026-04-11,89.7,Documentation,Number game address month president whose turn purpose result class institution husband speak within appear detail involve.,,Karen Benson,Closed
AUD-00007,SITE-004,2026-01-31,,76.2,Personnel Training,Capital size race read country during individual quite population project accept full.,Right ball federal above reduce office travel tend worry although necessary kind life skin.,Jennifer Richards,In Progress
AUD-02192,SITE-004,2025-11-26,09-Dec-2025,89.6,Containment Integrity,Want Mrs practice from necessary take guy pattern realize worry identify third increase.,,Lori Andrews,Closed
AUD-03628,SITE-005,2025-01-25,,77.3,Personnel Training,Million visit customer likely on job exactly lot way outside same pay past significant leg little.,Contain money health race TV believe indeed generation report evidence whom tough.,Alexander Carter,In Progress
AUD-02194,SITE-006,2025-07-15,,73.8,Emergency Response,Friend find throw exactly science.,That stand thousand role red image someone specific listen serious.,Michael Ramos,In Progress
AUD-03810,SITE-002,01/14/2025,2025-02-02,73.0,Personnel Training,Citizen toward issue others analysis dinner each surface two deal safe.,,Sandra Roy,Closed
AUD-03411,SITE-001,2026-04-19,,84.6,Safety Equipment,Most garden place activity page example doctor college college show address including maybe when whole image practice position statement of property her shake.,Third challenge above decision maybe figure himself.,Gregory Tate,Open
AUD-03639,SITE-005,03/31/2024,2024-04-16,86.7,Emergency Response,From include notice mouth hair whom economic case receive outside.,,Ethan Powell,Closed
AUD-09242,SITE-003,2024-05-11,,67.1,Safety Equipment,Past exist own four month statement.,Two price again still clearly although party crime central single own under election market.,Emily Patel,Open
AUD-02726,SITE-004,2024-06-15T00:00:00Z,,84.7,Maintenance Backlog,Push admit heavy argue among them game into and before cultural or baby.,,Aaron Barrera,In Progress
AUD-03780,SITE-004,09/02/2024,,77.1,Containment Integrity,Left receive move form quality rate black opportunity poor.,Two measure several treatment yeah market teacher book animal concern.,Jerry Graham,In Progress
AUD-01432,SITE-005,2025-08-08,,88.7,Safety Equipment,Town girl fast on two focus improve short analysis back determine agree skin back born woman yeah hour among newspaper.,,Devon Fleming Jr.,In Progress
AUD-03105,SITE-006,2024-03-23,,66.9,Documentation,Service pay similar talk international fear standard church paper on write both weight.,Role teacher develop society thus.,Sara Gillespie,Open
AUD-08042,SITE-003,2025-11-10,2025-12-20,85.8,Leak Detection,Example adult positive manager rather hard already song clear wait other minute station forward program garden sport blue experience feel game.,,Erica Brown,Closed
AUD-08400,SITE-001,2024-07-18,,61.0,Emergency Response,City actually step prevent tree store individual.,Administration lay receive writer language.,John Bartlett,Open
AUD-00749,SITE-001,2025-05-20,,67.7,Environmental Monitoring,Simply which recently figure floor prevent claim allow through conference building receive rate good more girl spring list mission international away politics seat position.,Thing wife follow alone director relate southern threat air blood possible much fast.,Kyle Baker,Open
AUD-06312,SITE-006,2024-04-07,20-May-2024,52.9,Documentation,Always perform recently set plan management probably upon eat partner stay discussion during every exactly my move.,Once point another yard American participant now best him force per.,Jacob Sweeney,Closed
AUD-03668,SITE-003,29-Nov-2025,2026-01-20,88.0,Documentation,Above win evidence letter ok fact those quickly soldier boy my amount task hand simply laugh reach.,,Jordan Simon,Closed
AUD-02061,SITE-004,2026-02-06,2026-03-06,91.1,Safety Equipment,Second feel interview argue trade artist me feeling model size single enter lose that miss.,Better idea simply own fast administration decision data young service road.,Erik Lucas,Closed
AUD-03438,SITE-003,2024-05-15,2024-08-02,56.3,Emergency Response,Nice professional account work idea detail world ten condition hard.,Help major say turn capital reason focus compare drive.,Mr. Nicholas Dominguez,Closed
AUD-04968,SITE-005,04/27/2025,,87.9,Leak Detection,Arrive car truth others perhaps strategy represent worry however fire clearly direction.,Already surface physical perhaps factor walk help forget.,Stacy Ingram PhD,Open
AUD-06232,SITE-006,2025-05-14,,89.7,Environmental Monitoring,Place common bring democratic range cell worry exist green agency hot.,Produce well give police color personal detail amount at young.,Elizabeth Berger,Open
AUD-02244,SITE-002,23-Jun-2026,2026-07-06,84.4,Documentation,Enough significant voice pass hear myself type wide create whole most standard you production easy figure.,Medical on drop discover identify movie.,Dillon King,Closed
AUD-07342,SITE-002,2024-11-09,2024-11-26,82.8,Maintenance Backlog,His task eye writer water himself expect take reality state.,Behavior set seat career chair service level rate bed south seven never.,Nicholas Perez,Closed
AUD-04876,SITE-006,2025-07-03,,65.3,Containment Integrity,Level wall deep newspaper owner finish go general Democrat impact through exactly quality officer pattern relationship it age health.,Young take clearly top day also lose view begin.,William Moody,In Progress
AUD-08153,SITE-006,2024-07-26,2024-08-31,59.3,Safety Equipment,Small happen out business course agent woman over light past rather draw too while adult water section travel family health apply wife source.,,Willie Simpson,Closed
AUD-08572,SITE-001,2025-06-11,2025-06-29,92.8,Emergency Response,Staff relationship perform minute lead race.,,Cynthia Jones,Closed
AUD-05878,SITE-005,2026-02-10,,75.6,Maintenance Backlog,Science require explain eye evening between very project add central sit her suggest open race because fund yard hotel threat around medical use.,,James Wilson,In Progress
AUD-08690,SITE-002,2026-01-09,,70.4,Personnel Training,Right employee defense them sister we trade visit practice town big significant.,World protect other skin get.,Mary Jones,In Progress
AUD-06178,SITE-001,2026-05-17,2026-05-26T00:00:00Z,84.7,Leak Detection,Question put order involve need scene.,Source such newspaper class other too.,Kevin Campos,Closed
AUD-02608,SITE-002,2025-08-08,2025-08-15,92.6,Maintenance Backlog,Fund fact kind college security the bar bill data great important benefit represent finally civil need least debate.,Response policy blue participant nation such.,Sarah Cook,Closed
AUD-08416,SITE-004,2025-03-20,2025-03-25,81.9,Emergency Response,Expect if address take term kid finish chance mean career know center hit.,Hotel rate central around upon night cultural.,Jason Wang,Closed
AUD-01466,SITE-001,2024-12-21,2025-01-15,80.8,Documentation,Own population woman drug local help window build manage imagine amount.,Value thousand kid modern treatment example.,Crystal Fuentes,Closed
AUD-00388,SITE-006,2025-04-15,2025-07-01,69.4,Emergency Response,Range effort name hour individual fact strong key head whatever.,Interview information campaign former available language great people western usually look.,Holly Johnson DDS,Closed
AUD-02098,SITE-005,2024-12-25,,70.7,Emergency Response,Feeling account office national price us Mrs between foot within itself change machine bag realize.,Plan mission mother soldier laugh from forward.,Michelle Ferguson,Open
AUD-06352,SITE-003,2026-04-09T00:00:00Z,,56.0,Environmental Monitoring,Truth accept fight report state decide truth finally.,Letter culture law newspaper admit.,Cheryl Smith,Open
AUD-07458,SITE-005,01/27/2025,,73.2,Leak Detection,Part development approach local side bed even my wait despite same score same red their card interest.,Action town already find family billion grow live economic memory woman little morning.,Brenda Cowan PhD,In Progress
AUD-03785,SITE-003,2024-11-06,,66.8,Safety Equipment,Information think fast free cell kid.,Table head watch as only president despite.,Robin Le,Open
AUD-04982,SITE-005,2025-05-26,2025-06-13,73.7,Containment Integrity,Course specific miss drop page standard condition cell they myself performance property later.,,Joseph Walker,Closed
AUD-03079,SITE-005,2026-04-25,2026-05-01,91.0,Personnel Training,Child relationship performance wish fall production worry small recognize eye pretty action audience himself seek military process.,Lay money she sport decade learn add only it half generation.,Jamie Rivera,Closed
AUD-06676,SITE-005,14-Jun-2024,2024-06-26,87.3,Safety Equipment,Computer until conference lot on among stuff wrong turn important song music allow join simple eye.,,Brian Maynard,Closed
