record_id,dataset,issue_type,detail
AUD-05832,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 05-Sep-2025
AUD-05834,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 04/11/2024
AUD-05840,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-03T00:00:00Z
AUD-05842,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 06/03/2024
AUD-05843,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 10/04/2024
AUD-05844,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-06-13T00:00:00Z
AUD-05847,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 04/11/2025
AUD-05862,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-12-28T00:00:00Z
AUD-05863,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 09/21/2024
AUD-05863,audits,closed_before_inspection,closed=2024-08-23 < inspection=2024-09-09
AUD-05864,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 17/11/2025
AUD-05865,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-05-08T00:00:00Z
AUD-05868,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-05T00:00:00Z
AUD-05881,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-04-27T00:00:00Z
AUD-05886,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 06-Jun-2025
AUD-05888,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-04-05T00:00:00Z
AUD-05889,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-26T00:00:00Z
AUD-05889,audits,out_of_range:compliance_score,150.8
AUD-05891,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 12/15/2025
AUD-05892,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 17-Apr-2025
AUD-05896,audits,out_of_range:compliance_score,-3.3
AUD-05905,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-04-08T00:00:00Z
AUD-05906,audits,out_of_range:compliance_score,-7.8
AUD-05909,audits,closed_before_inspection,closed=2024-10-15 < inspection=2024-10-25
AUD-05913,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 17/04/2025
AUD-05914,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/20/2024
AUD-05919,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/02/2024
AUD-05922,audits,out_of_range:compliance_score,-7.1
AUD-05929,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 22/07/2026
AUD-05930,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-08-08T00:00:00Z
AUD-05931,audits,future_date:inspection_date,2026-09-07
AUD-05932,audits,out_of_range:compliance_score,104.4
AUD-05933,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 10/29/2024
AUD-05935,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-20T00:00:00Z
AUD-05940,audits,closed_before_inspection,closed=2025-04-13 < inspection=2025-04-23
AUD-05942,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 19-Nov-2024
AUD-05943,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 05/04/2024
AUD-05947,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 05/03/2026
AUD-05951,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 20/05/2024
AUD-05952,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 04/01/2025
AUD-05952,audits,future_date:inspection_date,2026-09-17
AUD-05955,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 19/08/2024
AUD-05958,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 11/14/2025
AUD-05960,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 26-Nov-2025
AUD-05960,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 24/12/2025
AUD-05962,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 01/25/2026
AUD-05963,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-19T00:00:00Z
AUD-05964,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 28/12/2025
AUD-05967,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 08/27/2024
AUD-05969,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 24-Sep-2026
AUD-05970,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-06-21T00:00:00Z
AUD-05977,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 02/07/2024
AUD-05981,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 07/11/2025
AUD-05982,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 18-Oct-2024
AUD-05983,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 17/06/2024
AUD-05994,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 04/01/2025
AUD-05998,audits,out_of_range:compliance_score,150.4
AUD-06013,audits,out_of_range:compliance_score,112.2
AUD-06015,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 25-Jun-2026
AUD-06018,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 09/13/2025
AUD-06021,audits,out_of_range:compliance_score,105.0
AUD-06023,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 08/09/2024
AUD-06025,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 06-Nov-2025
AUD-06027,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 16/04/2025
AUD-06030,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 01/12/2026
AUD-06033,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-05-14T00:00:00Z
AUD-06038,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 05/05/2026
AUD-06047,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 04-Mar-2025
AUD-06048,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 20/08/2024
AUD-06054,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 28/05/2024
AUD-06057,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-11-02T00:00:00Z
AUD-06058,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 10-Aug-2025
AUD-06070,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 28/10/2025
AUD-06071,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 05/03/2025
AUD-06074,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 05/25/2025
AUD-06076,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 11-May-2025
AUD-06079,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 04-Jan-2026
AUD-06083,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-01-03T00:00:00Z
AUD-06087,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 16-May-2025
AUD-06088,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-02T00:00:00Z
AUD-06088,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 09-Oct-2025
AUD-06091,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/26/2025
AUD-06099,audits,out_of_range:compliance_score,-2.7
AUD-06106,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/07/2024
AUD-06107,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 23/09/2024
AUD-06108,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 31-May-2024
AUD-06110,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 06/05/2026
AUD-06115,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 02/20/2025
AUD-06118,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-04-16T00:00:00Z
AUD-06130,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 06-Apr-2025
AUD-06135,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/14/2024
AUD-06135,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 23-Feb-2024
AUD-06144,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 01/04/2026
AUD-06145,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 17/11/2024
AUD-06147,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 11-Oct-2024
AUD-06152,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 09/10/2025
AUD-06154,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-07-31T00:00:00Z
AUD-06155,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 03-Sep-2024
AUD-06156,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 15-Jun-2024
AUD-06163,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 26-Sep-2025
AUD-06166,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-21T00:00:00Z
AUD-06167,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-14T00:00:00Z
AUD-06170,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 15/01/2025
AUD-06173,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-03-26T00:00:00Z
AUD-06174,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 11/13/2024
AUD-06177,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/31/2024
AUD-06177,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-04-12T00:00:00Z
AUD-06178,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-05-26T00:00:00Z
AUD-06179,audits,out_of_range:compliance_score,-3.3
AUD-06183,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 22/10/2024
AUD-06185,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 10-Nov-2025
AUD-06185,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 20-Nov-2025
AUD-06186,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/22/2025
AUD-06191,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 16/08/2024
AUD-06192,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-11T00:00:00Z
AUD-06193,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-05-12T00:00:00Z
AUD-06194,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-05T00:00:00Z
AUD-06196,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 07-May-2025
AUD-06199,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-02-22T00:00:00Z
AUD-06199,audits,future_date:inspection_date,2026-09-17
AUD-06213,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-09-05T00:00:00Z
AUD-06215,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 18-Apr-2025
AUD-06216,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-30T00:00:00Z
AUD-06217,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 09-May-2024
AUD-06225,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 16/01/2025
AUD-06227,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 31/01/2025
AUD-06230,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 20/03/2026
AUD-06235,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/19/2024
AUD-06237,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-09-04T00:00:00Z
AUD-06240,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 02/25/2024
AUD-06241,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/06/2025
AUD-06242,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 03-Apr-2026
AUD-06255,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-06-02T00:00:00Z
AUD-06260,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-26T00:00:00Z
AUD-06264,audits,out_of_range:compliance_score,112.0
AUD-06268,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 07/21/2024
AUD-06272,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/07/2024
AUD-06278,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 06/07/2026
AUD-06281,audits,closed_before_inspection,closed=2025-10-18 < inspection=2025-10-21
AUD-06282,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/06/2026
AUD-06287,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 23-Nov-2025
AUD-06287,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 20/12/2025
AUD-06289,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 27-Nov-2024
AUD-06291,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-01-14T00:00:00Z
AUD-06292,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 09/30/2025
AUD-06294,audits,future_date:inspection_date,2026-09-11
AUD-06296,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/28/2025
AUD-06297,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/20/2025
AUD-06299,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 01-Feb-2025
AUD-06301,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 07/09/2025
AUD-06309,audits,out_of_range:compliance_score,150.2
AUD-06310,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 04/06/2024
AUD-06311,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 11/03/2025
AUD-06311,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 05/04/2025
AUD-06312,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 20-May-2024
AUD-06313,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 26/07/2026
AUD-06322,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-25T00:00:00Z
AUD-06327,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-10-23T00:00:00Z
AUD-06332,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-21T00:00:00Z
AUD-06333,audits,closed_before_inspection,closed=2026-03-07 < inspection=2026-03-22
AUD-06334,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 17/09/2026
AUD-06337,audits,closed_before_inspection,closed=2026-01-08 < inspection=2026-02-05
AUD-06340,audits,future_date:inspection_date,2026-07-30
AUD-06344,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 13-Mar-2025
AUD-06352,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-04-09T00:00:00Z
AUD-06353,audits,out_of_range:compliance_score,112.3
AUD-06357,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 15-Oct-2024
AUD-06368,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-06-01T00:00:00Z
AUD-06369,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 10/11/2024
AUD-06373,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 06/09/2024
AUD-06378,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-05-11T00:00:00Z
AUD-06381,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 23-May-2024
AUD-06381,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 22/06/2024
AUD-06393,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-09-28T00:00:00Z
AUD-06398,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 08/06/2024
AUD-06404,audits,closed_before_inspection,closed=2026-02-28 < inspection=2026-03-13
AUD-06407,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 19-Oct-2025
AUD-06413,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 29-Jun-2026
AUD-06414,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/11/2024
AUD-06425,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-26T00:00:00Z
AUD-06426,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-03T00:00:00Z
AUD-06427,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 26/11/2025
AUD-06428,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 07/19/2025
AUD-06432,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-29T00:00:00Z
AUD-06433,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-21T00:00:00Z
AUD-06445,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 27-Jan-2026
AUD-06448,audits,future_date:inspection_date,2026-09-15
AUD-06456,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-05-23T00:00:00Z
AUD-06461,audits,out_of_range:compliance_score,150.3
AUD-06466,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 21-Nov-2025
AUD-06467,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 04/18/2024
AUD-06471,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 07/12/2026
AUD-06472,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 14/02/2026
AUD-06473,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 04-May-2024
AUD-06481,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 27/08/2025
AUD-06484,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-08-26T00:00:00Z
AUD-06485,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 18-Mar-2026
AUD-06488,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 15/08/2025
AUD-06491,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-24T00:00:00Z
AUD-06491,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 06-Jan-2026
AUD-06493,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 16/12/2024
AUD-06499,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 09/08/2024
AUD-06503,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-11-11T00:00:00Z
AUD-06505,audits,out_of_range:compliance_score,112.9
AUD-06509,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 01/23/2026
AUD-06511,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 07-Feb-2024
AUD-06517,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 09/12/2025
AUD-06525,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 18/03/2024
AUD-06526,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 28/05/2026
AUD-06538,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 13/11/2024
AUD-06541,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 17/11/2024
AUD-06542,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 28-May-2024
AUD-06546,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 30/11/2024
AUD-06547,audits,closed_before_inspection,closed=2025-12-08 < inspection=2026-01-06
AUD-06554,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 02/05/2025
AUD-06565,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-12-23T00:00:00Z
AUD-06566,audits,closed_before_inspection,closed=2025-09-01 < inspection=2025-09-27
AUD-06572,audits,future_date:inspection_date,2026-07-26
AUD-06576,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 01/01/2026
AUD-06579,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 08/03/2025
AUD-06588,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 05/05/2024
AUD-06597,audits,closed_before_inspection,closed=2025-09-26 < inspection=2025-10-06
AUD-06602,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/15/2024
AUD-06609,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 03-Dec-2024
AUD-06610,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-02-18T00:00:00Z
AUD-06612,audits,out_of_range:compliance_score,-3.5
AUD-06613,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-09-25T00:00:00Z
AUD-06616,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/28/2026
AUD-06620,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-05-10T00:00:00Z
AUD-06621,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/03/2025
AUD-06622,audits,closed_before_inspection,closed=2025-04-10 < inspection=2025-04-29
AUD-06628,audits,closed_before_inspection,closed=2024-02-08 < inspection=2024-02-24
AUD-06629,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 06-Jul-2026
AUD-06631,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/03/2026
AUD-06632,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 14/07/2025
AUD-06636,audits,future_date:inspection_date,2026-09-02
AUD-06637,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-16T00:00:00Z
AUD-06640,audits,closed_before_inspection,closed=2026-04-25 < inspection=2026-05-18
AUD-06646,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 31/10/2024
AUD-06648,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/13/2026
AUD-06648,audits,out_of_range:compliance_score,-3.5
AUD-06654,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 07-Jan-2026
AUD-06654,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-01-24T00:00:00Z
AUD-06655,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-09-04T00:00:00Z
AUD-06656,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-05T00:00:00Z
AUD-06659,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-05-29T00:00:00Z
AUD-06659,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 26/07/2025
AUD-06668,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 29/02/2024
AUD-06676,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 14-Jun-2024
AUD-06684,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/13/2025
AUD-06687,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 19-Apr-2026
AUD-06700,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 01/08/2025
AUD-06704,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 11/09/2025
AUD-06705,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 17/03/2026
AUD-06716,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 05/30/2026
AUD-06724,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-11-14T00:00:00Z
AUD-06726,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 22/10/2025
AUD-06729,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 14/09/2025
AUD-06729,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 07/10/2025
AUD-06732,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 29/06/2026
AUD-06737,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 06/04/2024
AUD-06740,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 13/05/2025
AUD-06741,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 25/01/2026
AUD-06742,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 06/02/2026
AUD-06745,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/28/2026
AUD-06746,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-07-27T00:00:00Z
AUD-06746,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 08/08/2024
AUD-06747,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 07/07/2024
AUD-06751,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 05/27/2026
AUD-06755,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 24/10/2025
AUD-06759,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-05-07T00:00:00Z
AUD-06760,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 08/11/2025
AUD-06771,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 28/06/2024
AUD-06776,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 19/02/2026
AUD-06777,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 07/01/2025
AUD-06781,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-06-05T00:00:00Z
AUD-06782,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 10-May-2025
AUD-06783,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-12-28T00:00:00Z
AUD-06785,audits,out_of_range:compliance_score,-3.2
AUD-06785,audits,closed_before_inspection,closed=2026-01-08 < inspection=2026-01-09
AUD-06786,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-04-30T00:00:00Z
AUD-06790,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-07T00:00:00Z
AUD-06793,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 09-Mar-2026
AUD-06795,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 29/06/2026
AUD-06798,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/17/2024
AUD-06799,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 24-Jul-2024
AUD-06800,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 04/23/2024
AUD-06801,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-08T00:00:00Z
AUD-06801,audits,out_of_range:compliance_score,113.0
AUD-06806,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/01/2025
AUD-06806,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 04/10/2025
AUD-06815,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 26/06/2024
AUD-06821,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/15/2024
AUD-06827,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 06-Feb-2024
AUD-06831,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 22/07/2025
AUD-06832,audits,future_date:inspection_date,2026-09-03
AUD-06833,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/30/2025
AUD-06837,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 07/03/2026
AUD-06841,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 13-Sep-2025
AUD-06842,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 30/07/2026
AUD-06845,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 09/07/2024
